model,dataset,method,id,true_label,true_cwe,true_lines,pred_label,pred_cwe,pred_lines,raw
qwen25_coder_7b,CASTLE_all_250,baseline,327-1,1,327,"[24, 32, 38, 44]",,,[],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 78,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""sqlite3_prepare_v2(db, sql, -1, &res, 0);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 84,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in strncpy usage."",
        ""line_content"": ""strncpy(saltedPassword, password, 33);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 85,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in strncat usage."",
        ""line_content"": ""strncat(saltedPassword, salt, 32);""
    },
    {
        ""severity"": ""Low"",
        ""line"": 10,
        ""cwe"": 0,
        ""message"": ""Using MD5 for password hashing is considered insecure. Consider using a stronger algorithm like bcrypt."",
        ""line_content"": ""#include <openssl/md5"
qwen25_coder_7b,CASTLE_all_250,baseline,327-2,1,327,"[11, 26, 34, 40, 46]",,,[],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 78,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""const char *sql = \""INSERT INTO users (username, password, salt) VALUES (?, ?, ?);\"";""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 102,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in strncpy function."",
        ""line_content"": ""strncpy(saltedPassword, password, 33);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 103,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in strncat function."",
        ""line_content"": ""strncat(saltedPassword, salt, 32);""
    },
    {
        ""severity"": ""Low"",
        ""line"": 112,
        ""cwe"": 0,
        ""message"": ""Hardcoded SHA-256 instead of SHA-256, which could be misleading."",
        """
qwen25_coder_7b,CASTLE_all_250,baseline,327-3,1,327,"[16, 19, 28]",,,[],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 29,
        ""cwe"": 312,
        ""message"": ""The program reads a secret key from a file without proper validation or encryption."",
        ""line_content"": ""char key_hex[17];""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 34,
        ""cwe"": 312,
        ""message"": ""The program uses a fixed-size buffer to store the key, which could lead to buffer overflows if the key is longer than expected."",
        ""line_content"": ""for (int i = 0; i < 8; i++) {""
    },
    {
        ""severity"": ""Low"",
        ""line"": 42,
        ""cwe"": 0,
        ""message"": ""The program pads the plaintext with '0's, which might be predictable and could be exploited by attackers."",
        ""line_content"": ""memset(input, '0', 8);""
    },
    {
        ""severity"": ""Low"",
        ""line"": 47,
        ""cwe"": 0,
        ""message"": ""The program prints the encrypted data"
qwen25_coder_7b,CASTLE_all_250,baseline,327-4,1,327,[65],1.0,319.0,"[67, 102]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 67,
        ""cwe"": 319,
        ""message"": ""The use of RSA encryption with no padding (RSA_NO_PADDING) is insecure as it can lead to timing attacks."",
        ""line_content"": ""if (EVP_PKEY_CTX_set_rsa_padding(ctx, RSA_NO_PADDING) <= 0) {""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 102,
        ""cwe"": 78,
        ""message"": ""The use of `fgets` without proper bounds checking can lead to buffer overflows."",
        ""line_content"": ""fgets(sensitiveText, sizeof(sensitiveText), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,327-5,1,327,[65],1.0,319.0,"[67, 70]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 67,
        ""cwe"": 319,
        ""message"": ""The use of `fgets` to read user input can lead to buffer overflow if the input exceeds the allocated size."",
        ""line_content"": ""fgets(sensitiveText, sizeof(sensitiveText), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 70,
        ""cwe"": 78,
        ""message"": ""The program does not sanitize or validate the input before using it, which could lead to injection attacks."",
        ""line_content"": ""printf(\""Encrypted: %s\\n\"", ciphertext);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,327-6,1,327,[22],1.0,312.0,"[24, 32, 42]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 312,
        ""message"": ""The program reads a secret key from a file without proper validation or encryption."",
        ""line_content"": ""if (!read_key(\""key.txt\"", key)) {""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 32,
        ""cwe"": 259,
        ""message"": ""The program uses MD5, which is considered cryptographically broken and unsuitable for further use."",
        ""line_content"": ""hmac = HMAC(EVP_md5(), key, keyLen, (unsigned char*)data, dataLen, hmac, &hmacLen);""
    },
    {
        ""severity"": ""Low"",
        ""line"": 42,
        ""cwe"": 0,
        ""message"": ""The program clears the sensitive text after use, but the key remains in memory."",
        ""line_content"": ""memset(sensitiveText, 0, sizeof(sensitiveText));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,327-7,0,327,[],,,[],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 78,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""sqlite3_prepare_v2(db, sql, -1, &res, 0);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 84,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in fgets due to lack of bounds checking."",
        ""line_content"": ""fgets(username, sizeof(username), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 90,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in fgets due to lack of bounds checking."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    },
    {
        ""severity"": ""Low"",
        ""line"": 102,
        ""cwe"": 0,
        ""message"": ""Hardcoded database file path, which could be a security risk."",
        ""line_content"": ""sqlite3_open(\""users.db\"", &db);"
qwen25_coder_7b,CASTLE_all_250,baseline,327-8,0,327,[],,,[],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 327,
        ""message"": ""The program reads sensitive data from a file without proper validation or sanitization."",
        ""line_content"": ""if (!read_key_and_iv(\""key_iv.txt\"", key, iv)) {""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 42,
        ""cwe"": 312,
        ""message"": ""The program uses a fixed-size buffer for storing the plaintext, which could lead to buffer overflows if the input is too large."",
        ""line_content"": ""aes256_encrypt(sensitiveText, ciphertext, key, iv);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 48,
        ""cwe"": 312,
        ""message"": ""The program uses a fixed-size buffer for storing the ciphertext, which could lead to buffer overflows if the input is too large."",
        ""line_content"": ""bytes_to_hex(ciphertext, hex, sizeof(ciphertext));""
    },
    {
        ""severity"": ""Low"",
        ""line"": 52,
        """
qwen25_coder_7b,CASTLE_all_250,baseline,327-9,0,327,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,327-10,0,327,[],,,[],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 312,
        ""message"": ""The program reads a secret key from a file without proper validation or encryption."",
        ""line_content"": ""if (!read_key(\""key.txt\"", key)) {""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 32,
        ""cwe"": 259,
        ""message"": ""The program uses a fixed-length buffer to store sensitive data, which could lead to buffer overflows."",
        ""line_content"": ""char sensitiveText[1024];""
    },
    {
        ""severity"": ""Low"",
        ""line"": 42,
        ""cwe"": 0,
        ""message"": ""The program sets the sensitive data to zero after use, which is good practice."",
        ""line_content"": ""memset(sensitiveText, 0, sizeof(sensitiveText));""
    },
    {
        ""severity"": ""Low"",
        ""line"": 43,
        ""cwe"": 0,
        ""message"": ""The program sets the key to zero after use, which is good practice."",
        """
qwen25_coder_7b,CASTLE_all_250,baseline,362-1,1,362,[10],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-2,1,362,"[9, 17]",0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-3,1,362,"[22, 25]",1.0,615.0,[17],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 615,
        ""message"": ""Race condition exists due to concurrent access to shared variable 'counter' without proper synchronization."",
        ""line_content"": ""counter = c;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-4,1,362,[8],1.0,617.0,[7],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 617,
        ""message"": ""Race condition exists due to concurrent access to shared variable 'counter' without proper synchronization."",
        ""line_content"": ""counter++;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-5,1,362,"[8, 15, 19]",0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-6,1,362,"[14, 16, 25]",1.0,617.0,"[17, 28]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 17,
        ""cwe"": 617,
        ""message"": ""The use of `usleep` can lead to race conditions."",
        ""line_content"": ""usleep(1000);""
    },
    {
        ""severity"": ""High"",
        ""line"": 28,
        ""cwe"": 190,
        ""message"": ""The use of `raise` can cause undefined behavior if the signal handler is not properly synchronized."",
        ""line_content"": ""raise(SIGUSR1);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-7,0,362,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-8,0,362,[],1.0,617.0,"[26, 29]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 26,
        ""cwe"": 617,
        ""message"": ""The use of `usleep` can lead to race conditions."",
        ""line_content"": ""usleep(1000);""
    },
    {
        ""severity"": ""High"",
        ""line"": 29,
        ""cwe"": 680,
        ""message"": ""The use of `raise` can lead to undefined behavior if the signal handler is not properly synchronized."",
        ""line_content"": ""raise(SIGUSR1);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-9,0,362,[],1.0,680.0,"[16, 27]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 680,
        ""message"": ""Potential race condition due to concurrent access to shared resource 'counter'"",
        ""line_content"": ""counter[*id]++;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 27,
        ""cwe"": 416,
        ""message"": ""Memory leak detected: memory allocated for 'a' is freed before 'b'"",
        ""line_content"": ""free(a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,362-10,0,362,[],1.0,190.0,"[17, 18]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 190,
        ""message"": ""Buffer overflow due to fixed-size buffer 'filename' being used with 'sprintf'."",
        ""line_content"": ""char filename[256];""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 18,
        ""cwe"": 190,
        ""message"": ""Potential buffer overflow if the formatted string exceeds 255 characters."",
        ""line_content"": ""sprintf(filename, \""out_%ld.log\"", *t);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-1,1,369,[10],1.0,190.0,"[5, 7]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 5,
        ""cwe"": 190,
        ""message"": ""Integer Overflow or Wraparound: The expression '8003 + 1' results in an integer overflow."",
        ""line_content"": ""int hello = (8003 + 1) % 26;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 7,
        ""cwe"": 190,
        ""message"": ""Integer Overflow or Wraparound: The expression 'hello + 20' could result in an integer overflow if 'hello' is large enough."",
        ""line_content"": ""int test = 17 / (hello + 20 + b);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-2,1,369,[7],1.0,369.0,[4],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 369,
        ""message"": ""Integer division by zero"",
        ""line_content"": ""int what= 1000/ (nn);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-3,1,369,[13],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-4,1,369,[20],1.0,369.0,[16],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 369,
        ""message"": ""Integer division by zero can occur if 'rand' becomes zero."",
        ""line_content"": ""printf(\""Value now: %d\\n\"", input / rand);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-5,1,369,[11],1.0,190.0,[7],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 190,
        ""message"": ""Integer division by zero"",
        ""line_content"": ""printf(\""%d\\n\"", input / i);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-6,1,369,[21],1.0,369.0,[16],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 369,
        ""message"": ""Integer division by zero"",
        ""line_content"": ""printf(\""%d\\n\"", a / (fibonacci(b) - sqr(b)));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-7,0,369,[],1.0,682.0,[7],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 682,
        ""message"": ""Integer overflow or wraparound"",
        ""line_content"": ""printf(\""Result: %d\\n\"", devide(input, (long long)1-1+1));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-8,0,369,[],1.0,369.0,[6],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 369,
        ""message"": ""Division by zero"",
        ""line_content"": ""printf(\""%d\\n\"", 1/(b-a));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-9,0,369,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,369-10,0,369,[],1.0,682.0,[7],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 682,
        ""message"": ""Integer division by zero"",
        ""line_content"": ""printf(\""Result: %d\\n\"", input / ZERO);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-1,1,401,"[5, 16]",0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-2,1,401,"[14, 15, 22, 36]",1.0,190.0,"[7, 16]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 190,
        ""message"": ""Potential buffer over-read due to accessing out-of-bounds array element."",
        ""line_content"": ""printf(\""%d\\n\"", buf[bufferSize/2]);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 7,
        ""cwe"": 416,
        ""message"": ""Memory allocation failure should be handled more gracefully."",
        ""line_content"": ""if (!b) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-3,1,401,"[6, 14]",1.0,78.0,"[6, 9]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 78,
        ""message"": ""Buffer overflow risk due to fixed-size buffer allocation."",
        ""line_content"": ""char* str = (char*)malloc(sizeof(char) * 2048);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 9,
        ""cwe"": 88,
        ""message"": ""Potential format string vulnerability in printf function."",
        ""line_content"": ""printf(\""%d\"", addStrLength(s1, s2));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-4,1,401,"[8, 31]",0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-5,1,401,"[22, 39]",0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-6,1,401,"[22, 39]",0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-7,0,401,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-8,0,401,[],1.0,69.0,"[18, 22]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 18,
        ""cwe"": 69,
        ""message"": ""Use of uninitialized pointer 'b' after swap."",
        ""line_content"": ""*b = -7;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 22,
        ""cwe"": 416,
        ""message"": ""Double free of pointer 'a'."",
        ""line_content"": ""safeFree(&a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-9,0,401,[],1.0,69.0,"[18, 22]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 18,
        ""cwe"": 69,
        ""message"": ""Use of uninitialized pointer 'b' after swap."",
        ""line_content"": ""*b = -7;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 22,
        ""cwe"": 416,
        ""message"": ""Double free of pointer 'a'."",
        ""line_content"": ""safeFree(&a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,401-10,0,401,[],1.0,416.0,[16],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 416,
        ""message"": ""Memory leak detected. The allocated memory is never freed."",
        ""line_content"": ""return 0;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-1,1,415,[22],1.0,416.0,[6],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 416,
        ""message"": ""Use of freed memory after free."",
        ""line_content"": ""return b;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-2,1,415,[31],1.0,416.0,"[7, 18]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 416,
        ""message"": ""Use of freed memory after free."",
        ""line_content"": ""return b;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 18,
        ""cwe"": 416,
        ""message"": ""Use of freed memory after free."",
        ""line_content"": ""free(p);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-3,1,415,[31],1.0,416.0,"[7, 18]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 416,
        ""message"": ""Use of freed memory after free."",
        ""line_content"": ""return b;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 18,
        ""cwe"": 416,
        ""message"": ""Use of freed memory after free."",
        ""line_content"": ""free(p);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-4,1,415,[13],1.0,416.0,[8],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 8,
        ""cwe"": 416,
        ""message"": ""Double free of pointer 'a'"",
        ""line_content"": ""free(a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-5,1,415,[19],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-6,1,415,[32],1.0,190.0,"[17, 20]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 190,
        ""message"": ""Buffer overflow due to insufficient bounds checking on user input."",
        ""line_content"": ""scanf(\""%9d\"", &size);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 20,
        ""cwe"": 416,
        ""message"": ""Use of uninitialized variable 'array' after allocation."",
        ""line_content"": ""int* array = allocateArray(5);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-7,0,415,[],1.0,68.0,[17],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 68,
        ""message"": ""Use of uninitialized pointer 'p' after freeing 'a'. This can lead to undefined behavior."",
        ""line_content"": ""f(&a, &p);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-8,0,415,[],1.0,68.0,[17],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 68,
        ""message"": ""Potential buffer overflow due to improper handling of dynamically allocated memory."",
        ""line_content"": ""swap(&a, &p);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-9,0,415,[],1.0,190.0,"[17, 20]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 190,
        ""message"": ""Buffer overflow due to lack of bounds checking on user input."",
        ""line_content"": ""scanf(\""%9d\"", &size);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 20,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free vulnerability as 'array' is freed before being used again."",
        ""line_content"": ""free(array);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,415-10,0,415,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-1,1,416,[20],1.0,415.0,[6],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 415,
        ""message"": ""Use of freed memory."",
        ""line_content"": ""*a = b * b;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-2,1,416,"[10, 31, 32]",1.0,416.0,"[16, 18]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 416,
        ""message"": ""Use of uninitialized pointer 'p' after conditional check."",
        ""line_content"": ""if (*a > 20) {""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 18,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free due to freeing 'a' before dereferencing 'p'."",
        ""line_content"": ""free(a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-3,1,416,[34],1.0,416.0,"[17, 22]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 416,
        ""message"": ""Use of uninitialized pointer 'b' after freeing 'a'."",
        ""line_content"": ""*b = *a;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 22,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free when accessing '*b' after swapping pointers."",
        ""line_content"": ""printf(\""Result: %d\\n\"", *b);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-4,1,416,[34],1.0,416.0,"[17, 28]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 416,
        ""message"": ""Use of uninitialized pointer 'b' after freeing 'a'."",
        ""line_content"": ""*b = *a;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 28,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free when accessing '*b' after calling 'free(a)'."",
        ""line_content"": ""printf(\""Result: %d\\n\"", *b);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-5,1,416,"[5, 7, 23]",1.0,415.0,"[7, 8]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 415,
        ""message"": ""Use of freed memory."",
        ""line_content"": ""*a = 5;""
    },
    {
        ""severity"": ""High"",
        ""line"": 8,
        ""cwe"": 415,
        ""message"": ""Use of freed memory."",
        ""line_content"": ""*p = 6;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-6,1,416,[32],1.0,190.0,"[16, 17]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 190,
        ""message"": ""Integer overflow or wraparound possible due to lack of bounds checking."",
        ""line_content"": ""array[0] = size;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 16,
        ""cwe"": 88,
        ""message"": ""Potential format string vulnerability due to use of %d with no format specifier."",
        ""line_content"": ""printf(\""First element of the array: %d\\n\"", size);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-7,0,416,[],1.0,68.0,"[17, 22]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 68,
        ""message"": ""Use of uninitialized pointer 'b' after freeing 'a'."",
        ""line_content"": ""*b = 3;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 22,
        ""cwe"": 416,
        ""message"": ""Potential buffer overflow due to lack of bounds checking."",
        ""line_content"": ""*a = 5;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-8,0,416,[],1.0,416.0,[17],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 416,
        ""message"": ""Use of uninitialized pointer 'b' after freeing 'a'."",
        ""line_content"": ""*b = 3;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-9,0,416,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,416-10,0,416,[],1.0,416.0,"[17, 20]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 416,
        ""message"": ""Use of uninitialized pointer 'b' after freeing 'a'."",
        ""line_content"": ""*b = *a;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 20,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free on 'a' after calling 'swap'."",
        ""line_content"": ""free(a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-1,1,476,"[5, 8]",1.0,476.0,"[4, 6]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 476,
        ""message"": ""Potential buffer overflow due to off-by-one error."",
        ""line_content"": ""A[i] = i;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 4,
        ""cwe"": 416,
        ""message"": ""Memory allocation failure check missing."",
        ""line_content"": ""int *A = (int*) malloc(sizeof(int) * 10);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-2,1,476,"[7, 9, 13]",1.0,416.0,"[7, 8]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 416,
        ""message"": ""Potential buffer overflow due to use of %3d in scanf."",
        ""line_content"": ""scanf(\""%3d\"", &arr[i]);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 8,
        ""cwe"": 415,
        ""message"": ""Memory leak detected as 'free' is called after 'printf'."",
        ""line_content"": ""free(arr);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-3,1,476,[19],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-4,1,476,[51],1.0,68.0,"[27, 29]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 27,
        ""cwe"": 68,
        ""message"": ""Potential buffer overflow due to dereferencing 'copy.next' after freeing 'first'."",
        ""line_content"": ""printf(\""Curr value: %d, next value: %d\\n\"", copy.value, copy.next->value);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 29,
        ""cwe"": 416,
        ""message"": ""Memory leak in 'addNode' function."",
        ""line_content"": ""while (first != NULL) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-5,1,476,[10],1.0,476.0,[6],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 476,
        ""message"": ""Dereference of null pointer"",
        ""line_content"": ""printf(\""AlwaysNonNullResult: %d\\n\"", *a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-6,1,476,[35],1.0,190.0,"[17, 26]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 190,
        ""message"": ""Integer overflow or wraparound in 'a.a + b.a'"",
        ""line_content"": ""return (IntAndPtr) {a.a + b.a, p};""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 26,
        ""cwe"": 88,
        ""message"": ""Potential buffer over-read in 'scanf'"",
        ""line_content"": ""scanf(\""%9d\"", &input);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-7,0,476,[],1.0,680.0,[7],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 680,
        ""message"": ""Buffer overflow detected. The loop condition allows writing beyond the allocated array."",
        ""line_content"": ""for(int i=1; i<=4; i++) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-8,0,476,[],1.0,48.0,[7],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 48,
        ""message"": ""Use of undefined or uninitialized variable 'nullptr'"",
        ""line_content"": ""const int* const nullptr = NULLPTR;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-9,0,476,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,476-10,0,476,[],0.0,,[],"```json
[]
```"
