model,dataset,method,id,true_label,true_cwe,true_lines,pred_label,pred_cwe,pred_lines,retrieved_mistake_ids,retrieved_scores,retrieved_error_types,retrieved_true_cwes,retrieved_pred_cwes,raw
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,134-9,0,134,[],1,114.0,[5],"[""134-9"", ""134-8"", ""134-7""]","[0.9422308301624861, 0.6738492471059605, 0.5525415666603725]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(134), np.int64(134), np.int64(134)]""","[190.0, 89.0, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 5,
        ""cwe"": 114,
        ""message"": ""Buffer overflow due to use of snprintf with potentially untrusted input."",
        ""line_content"": ""snprintf(buffer, sizeof(buffer), \""%s\"", argv[1]);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,134-10,0,134,[],0,,[],"[""134-7"", ""22-8"", ""134-9""]","[0.711575854774792, 0.5590644801098749, 0.4630719336457964]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(134), np.int64(22), np.int64(134)]""","[89.0, 78.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-1,1,190,[6],0,,[],"[""190-1"", ""401-4"", ""843-5""]","[0.9807056822267769, 0.45382643556108143, 0.30128367835917086]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(190), np.int64(401), np.int64(843)]""","[NaN, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-2,1,190,[6],1,190.0,[4],"[""190-10"", ""369-7"", ""190-4""]","[0.36053116957805814, 0.34617543734942513, 0.23242583545782702]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(190), np.int64(369), np.int64(190)]""","[327.0, 682.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 190,
        ""message"": ""Integer overflow can occur when converting a large integer to a smaller type."",
        ""line_content"": ""long long int APPLE = atoi(\""3000000000\"")+1;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-3,1,190,[9],1,190.0,[6],"[""190-4"", ""787-10"", ""125-9""]","[0.6648313977625463, 0.43462446095909735, 0.43118937462945617]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(190), np.int64(787), np.int64(125)]""","[NaN, 190.0, 190.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 190,
        ""message"": ""Integer overflow occurs when adding 1 to INT_MAX."",
        ""line_content"": ""printf(\""%d\\n\"", n + 1);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-4,1,190,[8],0,,[],"[""190-4"", ""674-10"", ""787-8""]","[0.8837633478522381, 0.3276525649745937, 0.25529802826474884]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(190), np.int64(674), np.int64(787)]""","[NaN, 190.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-5,1,190,[13],0,,[],"[""190-5"", ""761-8"", ""415-7""]","[0.9798619754822375, 0.4010328447380969, 0.3562217283986546]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(190), np.int64(761), np.int64(415)]""","[NaN, 415.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-6,1,190,[6],1,190.0,[7],"[""190-5"", ""369-10"", ""843-5""]","[0.44484202035168335, 0.2644547102051805, 0.24475756146636723]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(190), np.int64(369), np.int64(843)]""","[NaN, 682.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 190,
        ""message"": ""Comparison of floating-point numbers with zero can lead to incorrect results due to precision issues."",
        ""line_content"": ""if (chipWithMagnification == 0.0) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-7,0,190,[],0,,[],"[""787-8"", ""125-9"", ""787-10""]","[0.5023309261937207, 0.44068061758594973, 0.4376744575925546]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(787), np.int64(125), np.int64(787)]""","[190.0, 190.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-8,0,190,[],0,,[],"[""190-1"", ""401-4"", ""843-5""]","[0.6873882201777082, 0.5486109596568509, 0.39882641745430486]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(190), np.int64(401), np.int64(843)]""","[NaN, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-9,0,190,[],0,,[],"[""190-1"", ""401-4"", ""843-5""]","[0.7238972102835637, 0.3788131466260346, 0.25860946560114256]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(190), np.int64(401), np.int64(843)]""","[NaN, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,190-10,0,190,[],0,,[],"[""190-10"", ""369-7"", ""761-5""]","[0.998360324624271, 0.42347490700896584, 0.14563056210478062]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(190), np.int64(369), np.int64(761)]""","[327.0, 682.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-1,1,253,"[6, 11, 12]",0,,[],"[""415-7"", ""415-8"", ""476-8""]","[0.36929092742506253, 0.35718712688330473, 0.35097506466373024]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(476)]""","[68.0, 68.0, 48.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-2,1,253,"[9, 14, 19, 20]",0,,[],"[""761-5"", ""415-7"", ""415-8""]","[0.37453500662254946, 0.3525132344416112, 0.34315264461005307]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(761), np.int64(415), np.int64(415)]""","[NaN, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-3,1,253,[10],1,78.0,[10],"[""253-10"", ""253-4"", ""134-8""]","[0.9609240707946691, 0.5956316570494402, 0.16109872768220448]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(134)]""","[78.0, NaN, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 78,
        ""message"": ""Potential buffer overflow due to use of fgets with fixed size buffer."",
        ""line_content"": ""if (fgets(data, 100, stdin) < 0)""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-4,1,253,[11],0,,[],"[""253-4"", ""253-10"", ""22-9""]","[0.9743154870929316, 0.5795750690121934, 0.13293212150844727]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(22)]""","[NaN, 78.0, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-5,1,253,"[8, 15]",1,22.0,[6],"[""253-8"", ""22-10"", ""362-5""]","[0.9804665033768086, 0.4553296272700615, 0.3602029389012747]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(22), np.int64(362)]""","[78.0, 78.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 22,
        ""message"": ""Potential directory traversal vulnerability due to use of user-controlled input in file path."",
        ""line_content"": ""FILE *file = fopen(filename, \""r\"");""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-6,1,253,"[5, 9, 16]",0,,[],"[""253-8"", ""22-10"", ""362-5""]","[0.978437486737227, 0.4525883794530756, 0.3580343878982243]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(22), np.int64(362)]""","[78.0, 78.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-7,0,253,[],0,,[],"[""401-4"", ""415-7"", ""761-5""]","[0.41459637073267636, 0.33849357146155123, 0.3292331705750076]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(401), np.int64(415), np.int64(761)]""","[NaN, 68.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-8,0,253,[],0,,[],"[""253-8"", ""22-10"", ""362-5""]","[0.9811197454711356, 0.452549150475188, 0.37608451902190654]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(22), np.int64(362)]""","[78.0, 78.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-9,0,253,[],0,,[],"[""415-7"", ""415-8"", ""761-5""]","[0.3690259146172674, 0.3569202359687578, 0.35101200380275777]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(415), np.int64(415), np.int64(761)]""","[68.0, 68.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,253-10,0,253,[],1,78.0,[10],"[""253-10"", ""253-4"", ""134-8""]","[0.9606634012503913, 0.5910700471808736, 0.16059047219465417]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(134)]""","[78.0, NaN, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 78,
        ""message"": ""Potential buffer overflow due to use of fgets with fixed size buffer."",
        ""line_content"": ""if (fgets(data, 100, stdin) == NULL)""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-1,1,327,"[24, 32, 38, 44]",1,89.0,"[44, 52, 57]","[""798-8"", ""522-10"", ""89-10""]","[0.8332710131180079, 0.7014612830082405, 0.45753106775600766]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(522), np.int64(89)]""","[89.0, 89.0, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 44,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""const char *sql = \""INSERT INTO users (username, password, salt) VALUES (?, ?, ?);\"";""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 52,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in fgets due to lack of bounds checking."",
        ""line_content"": ""fgets(username, sizeof(username), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 57,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in fgets due to lack of bounds checking."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-2,1,327,"[11, 26, 34, 40, 46]",1,89.0,"[44, 54, 55]","[""798-8"", ""522-10"", ""628-4""]","[0.8447677987543085, 0.70354397616385, 0.4660057803019864]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(798), np.int64(522), np.int64(628)]""","[89.0, 89.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 44,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""const char *sql = \""INSERT INTO users (username, password, salt) VALUES (?, ?, ?);\"";""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 54,
        ""cwe"": 628,
        ""message"": ""Potential buffer overflow in strncpy function call."",
        ""line_content"": ""strncpy(saltedPassword, password, 33);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 55,
        ""cwe"": 628,
        ""message"": ""Potential buffer overflow in strncat function call."",
        ""line_content"": ""strncat(saltedPassword, salt, 32);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-3,1,327,"[16, 19, 28]",1,327.0,"[24, 32]","[""798-9"", ""253-8"", ""798-1""]","[0.5923419757948595, 0.3940294276220574, 0.3638396155883011]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(798), np.int64(253), np.int64(798)]""","[327.0, 78.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 327,
        ""message"": ""Potential buffer overflow due to use of fixed-size array with insufficient bounds checking."",
        ""line_content"": ""char ciphertext[2048];""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 32,
        ""cwe"": 253,
        ""message"": ""Hardcoded secret data ('echo \""18812f545d4d12ac\"" > key.txt') can lead to security vulnerabilities."",
        ""line_content"": ""// echo \""18812f545d4d12ac\"" > key.txt""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-4,1,327,[65],1,327.0,"[36, 40]","[""798-9"", ""798-1"", ""253-8""]","[0.5178043134613247, 0.4839930701648197, 0.3344785544206158]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(798), np.int64(798), np.int64(253)]""","[327.0, NaN, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 36,
        ""cwe"": 327,
        ""message"": ""Insecure use of RSA encryption with no padding."",
        ""line_content"": ""if (EVP_PKEY_encrypt_init(ctx) <= 0) {""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 40,
        ""cwe"": 327,
        ""message"": ""Insecure use of RSA encryption with no padding."",
        ""line_content"": ""if (EVP_PKEY_CTX_set_rsa_padding(ctx, RSA_NO_PADDING) <= 0) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-5,1,327,[65],0,,[],"[""798-9"", ""798-1"", ""253-8""]","[0.5178043134613247, 0.4839930701648197, 0.3344785544206158]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(798), np.int64(798), np.int64(253)]""","[327.0, NaN, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-6,1,327,[22],1,327.0,"[24, 32]","[""798-9"", ""253-8"", ""798-1""]","[0.6320204782843042, 0.43249901034243754, 0.3599562030782648]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(798), np.int64(253), np.int64(798)]""","[327.0, 78.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 327,
        ""message"": ""Potential buffer overflow due to use of `fgets` without proper bounds checking."",
        ""line_content"": ""fgets(sensitiveText, sizeof(sensitiveText), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 32,
        ""cwe"": 253,
        ""message"": ""Hardcoded sensitive information in the source code."",
        ""line_content"": ""// echo \""d25b859e5277340274873697196ba955\"" > key.txt""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-7,0,327,[],1,89.0,"[44, 54, 60]","[""798-8"", ""522-10"", ""628-4""]","[0.8462057004090414, 0.7042491715253576, 0.4668216102815746]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(798), np.int64(522), np.int64(628)]""","[89.0, 89.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 44,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""const char *sql = \""INSERT INTO users (username, password, salt) VALUES (?, ?, ?);\"";""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 54,
        ""cwe"": 628,
        ""message"": ""Potential buffer overflow in fgets call due to fixed size buffer."",
        ""line_content"": ""fgets(username, sizeof(username), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 60,
        ""cwe"": 628,
        ""message"": ""Potential buffer overflow in fgets call due to fixed size buffer."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-8,0,327,[],0,,[],"[""798-9"", ""798-1"", ""253-8""]","[0.9393806728238463, 0.6800939890744973, 0.2758917560003136]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(798), np.int64(798), np.int64(253)]""","[327.0, NaN, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-9,0,327,[],0,,[],"[""798-9"", ""798-1"", ""253-8""]","[0.5178043134613247, 0.4839930701648197, 0.3344785544206158]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(798), np.int64(798), np.int64(253)]""","[327.0, NaN, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,327-10,0,327,[],0,,[],"[""798-9"", ""253-8"", ""798-1""]","[0.6323614271289969, 0.4297804270215789, 0.36008437766729395]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(798), np.int64(253), np.int64(798)]""","[327.0, 78.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-1,1,362,[10],0,,[],"[""362-1"", ""617-4"", ""787-7""]","[0.9965844268746312, 0.24434933295660388, 0.22705678690974085]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(362), np.int64(617), np.int64(787)]""","[NaN, NaN, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-2,1,362,"[9, 17]",0,,[],"[""362-2"", ""362-10"", ""362-5""]","[0.9958111003386259, 0.9619696150890994, 0.4048094167582269]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(362), np.int64(362), np.int64(362)]""","[NaN, 190.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-3,1,362,"[22, 25]",1,362.0,[17],"[""362-2"", ""362-10"", ""362-9""]","[0.7339407647323212, 0.732251958183947, 0.38007565462368276]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(362), np.int64(362), np.int64(362)]""","[NaN, 190.0, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 362,
        ""message"": ""Race condition on shared variable 'counter'. Multiple threads can read and write to 'counter' simultaneously without proper synchronization."",
        ""line_content"": ""counter = c;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-4,1,362,[8],1,614.0,[10],"[""362-9"", ""362-5"", ""362-8""]","[0.8428459621823566, 0.49920249077571177, 0.3571331638683314]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(362), np.int64(362), np.int64(362)]""","[680.0, NaN, 617.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 614,
        ""message"": ""Race condition detected in 'counter++'. Multiple threads can access and modify the shared variable 'counter' simultaneously without proper synchronization."",
        ""line_content"": ""counter++;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-5,1,362,"[8, 15, 19]",0,,[],"[""362-5"", ""362-9"", ""362-2""]","[0.9892851612166922, 0.4174970387821525, 0.4079727703871119]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(362), np.int64(362), np.int64(362)]""","[NaN, 680.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-6,1,362,"[14, 16, 25]",0,,[],"[""362-8"", ""362-5"", ""362-9""]","[0.8571739008699258, 0.41919026219238803, 0.34717252109524044]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(362), np.int64(362), np.int64(362)]""","[617.0, NaN, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-7,0,362,[],0,,[],"[""362-1"", ""617-4"", ""787-7""]","[0.9935801167605548, 0.2491046352892626, 0.23508699704154334]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(362), np.int64(617), np.int64(787)]""","[NaN, NaN, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-8,0,362,[],0,,[],"[""362-8"", ""362-5"", ""362-9""]","[0.9944240506113405, 0.3629325344545468, 0.30404674369214857]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(362), np.int64(362), np.int64(362)]""","[617.0, NaN, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-9,0,362,[],0,,[],"[""362-9"", ""416-10"", ""401-9""]","[0.9891354979773654, 0.46314005915519246, 0.4538504143374732]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(362), np.int64(416), np.int64(401)]""","[680.0, 416.0, 69.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,362-10,0,362,[],0,,[],"[""362-10"", ""362-2"", ""362-5""]","[0.9962758965052028, 0.9604250168459167, 0.3711517022178857]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(362), np.int64(362), np.int64(362)]""","[190.0, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-1,1,369,[10],1,190.0,[5],"[""369-8"", ""401-6"", ""401-5""]","[0.3943226143558427, 0.36334247565382183, 0.3619531295772999]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(369), np.int64(401), np.int64(401)]""","[369.0, NaN, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 5,
        ""cwe"": 190,
        ""message"": ""Integer division by zero"",
        ""line_content"": ""int test= 17/ (hello+20+b);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-2,1,369,[7],1,369.0,[4],"[""369-8"", ""369-10"", ""190-4""]","[0.33139907846208855, 0.22882349798445673, 0.21056885345804288]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(369), np.int64(369), np.int64(190)]""","[369.0, 682.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 369,
        ""message"": ""Integer division by zero"",
        ""line_content"": ""int what= 1000/ (nn);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-3,1,369,[13],0,,[],"[""369-3"", ""522-8"", ""798-8""]","[0.9917329976126988, 0.23467394595412341, 0.22585407488127202]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(522), np.int64(798)]""","[NaN, 89.0, 89.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-4,1,369,[20],1,369.0,[14],"[""369-10"", ""369-7"", ""822-7""]","[0.3822376230680139, 0.29225205914074154, 0.23835353183659838]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(369), np.int64(822)]""","[682.0, 682.0, 339.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 369,
        ""message"": ""Integer division by zero can occur if 'rand' becomes zero."",
        ""line_content"": ""printf(\""Value now: %d\\n\"", input / rand);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-5,1,369,[11],1,369.0,[7],"[""369-10"", ""369-7"", ""787-7""]","[0.6446832704973731, 0.515174391820489, 0.5146302985365672]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(369), np.int64(787)]""","[682.0, 682.0, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 369,
        ""message"": ""Integer division by zero"",
        ""line_content"": ""printf(\""%d\\n\"", input / i);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-6,1,369,[21],1,369.0,[14],"[""674-10"", ""628-2"", ""401-6""]","[0.7253232017833597, 0.3704957894652398, 0.36213456819139606]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(674), np.int64(628), np.int64(401)]""","[190.0, NaN, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 369,
        ""message"": ""Division by zero is possible when 'b' is 0."",
        ""line_content"": ""printf(\""%d\\n\"", a / (fibonacci(b) - sqr(b)));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-7,0,369,[],1,369.0,[10],"[""369-7"", ""369-10"", ""190-10""]","[0.9625705865741813, 0.461213193494077, 0.45400647735028016]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(369), np.int64(190)]""","[682.0, 682.0, 327.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 369,
        ""message"": ""Integer division by zero"",
        ""line_content"": ""printf(\""Result: %d\\n\"", devide(input, (long long)1-1+1));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-8,0,369,[],1,369.0,[6],"[""369-8"", ""416-7"", ""401-9""]","[0.8974107723643497, 0.46466320187408505, 0.463699822398607]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(416), np.int64(401)]""","[369.0, 68.0, 69.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 369,
        ""message"": ""Division by zero occurs when 'a' equals 'b'."",
        ""line_content"": ""printf(\""%d\\n\"", 1/(b-a));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-9,0,369,[],0,,[],"[""369-8"", ""843-7"", ""369-10""]","[0.5510601861433487, 0.450487296606275, 0.38478002540454054]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(843), np.int64(369)]""","[369.0, 357.0, 682.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,369-10,0,369,[],1,190.0,[7],"[""369-10"", ""369-7"", ""22-8""]","[0.9335259654848336, 0.48267663565174, 0.29337397190636477]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(369), np.int64(22)]""","[682.0, 682.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 190,
        ""message"": ""Integer division by constant can lead to unexpected results."",
        ""line_content"": ""printf(\""Result: %d\\n\"", input / ZERO);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-1,1,401,"[5, 16]",0,,[],"[""401-1"", ""787-7"", ""476-7""]","[0.964012748344963, 0.6167823193232528, 0.600262167984016]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(401), np.int64(787), np.int64(476)]""","[NaN, 680.0, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-2,1,401,"[14, 15, 22, 36]",1,190.0,"[10, 14]","[""415-9"", ""761-8"", ""401-4""]","[0.4501630883636721, 0.4158019381645405, 0.4087004790287342]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(415), np.int64(761), np.int64(401)]""","[190.0, 415.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 190,
        ""message"": ""Potential integer overflow when calculating buffer size."",
        ""line_content"": ""int *b = (int*)malloc(sizeof(int) * size);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 14,
        ""cwe"": 416,
        ""message"": ""Potential use of uninitialized variable 'b' after failed malloc call."",
        ""line_content"": ""return b;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-3,1,401,"[6, 14]",0,,[],"[""761-1"", ""78-9"", ""798-8""]","[0.6643026857658766, 0.5385111063865236, 0.3236633304137788]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(761), np.int64(78), np.int64(798)]""","[NaN, 78.0, 89.0]","```json
[]
```"
